,Unnamed: 0,anime_id,title,type,source,episodes,airing,aired_string,duration,rating,score,scored_by,rank,popularity,members,favorites,premiered,broadcast,producer,studio,genre1,genre2,genre3
906,4433,4021,Seiyou Kottou Yougashiten: Antique,TV,Manga,12,False,"Jul 4, 2008 to Sep 19, 2008",22 min. per ep.,PG-13 - Teens 13 or older,7.14,11121,3053.0,2330,25448,94,Summer 2008,Fridays at 00:45 (JST),"Fuji TV, Sony Music Entertainment","Nippon Animation, SynergySP, Shirogumi",Comedy, Shoujo, Shounen Ai
907,4434,4191,Popolocrois Monogatari,TV,Game,25,False,"Oct 4, 1998 to Mar 28, 1999",23 min. per ep.,PG - Children,7.14,514,3054.0,7256,1659,12,Fall 1998,Unknown,"Bee Train, TV Tokyo, Aniplex",Production I.G,Adventure, Fantasy,
908,4436,9367,Freezing,TV,Manga,12,False,"Jan 8, 2011 to Apr 7, 2011",24 min. per ep.,R+ - Mild Nudity,7.11,112577,3158.0,369,203321,1051,Winter 2011,Saturdays at 09:30 (JST),Media Factory,A.C.G.T.,Action, Sci-Fi, Harem
909,4444,3342,Mnemosyne: Mnemosyne no Musume-tachi,TV,Original,6,False,"Feb 4, 2008 to Jul 7, 2008",45 min. per ep.,R+ - Mild Nudity,7.44,51279,1856.0,709,120731,911,Winter 2008,Unknown,"VAP, Sotsu, Genco, AT-X, Showgate",Xebec,Action, Sci-Fi, Horror
910,4446,37324,Youkai Watch: Shadow Side,TV,Game,0,True,"Apr 13, 2018 to ?",24 min.,G - All Ages,6.34,53,6176.0,10830,248,1,Spring 2018,Fridays at 18:25 (JST),TV Tokyo,OLM,Comedy, Demons, Kids
911,4463,32937,Kono Subarashii Sekai ni Shukufuku wo! 2,TV,Light novel,10,False,"Jan 12, 2017 to Mar 16, 2017",23 min. per ep.,PG-13 - Teens 13 or older,8.36,254435,186.0,112,417656,4646,Winter 2017,Thursdays at 01:05 (JST),"Kadokawa Shoten, Nippon Columbia, KlockWorx, Sony Music Communications, Toranoana, 81 Produce, Kadokawa Media House",Studio Deen,Adventure, Comedy, Parody
912,4476,4726,Druaga no Tou: The Sword of Uruk,TV,Game,12,False,"Jan 9, 2009 to Mar 27, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.33,29684,2303.0,1442,55011,86,Winter 2009,Fridays at 01:30 (JST),Sotsu Music Publishing,Gonzo,Adventure, Fantasy,
913,4486,3958,Kannagi,TV,Manga,13,False,"Oct 4, 2008 to Dec 27, 2008",23 min. per ep.,PG-13 - Teens 13 or older,7.39,51941,2072.0,791,109171,320,Fall 2008,Saturdays at 22:30 (JST),"Aniplex, Sony Music Entertainment, Ichijinsha","A-1 Pictures, Ordet",Comedy, School, Shounen
914,4494,4331,Penguin no Mondai,TV,Unknown,100,False,"Apr 5, 2008 to Mar 20, 2009",10 min. per ep.,G - All Ages,6.34,66,6232.0,9672,463,1,Spring 2008,Unknown,TV Tokyo,Shogakukan Music &amp; Digital Entertainment,Comedy, Kids,
915,4496,1668,Bakuten Shoot Beyblade G Revolution,TV,Manga,52,False,"Jan 6, 2003 to Dec 29, 2003",20 min. per ep.,PG - Children,7.01,17241,3522.0,2210,27868,178,Winter 2003,Mondays at 18:00 (JST),d-rights,Madhouse,Action, Adventure, Comedy
916,4504,20,Naruto,TV,Manga,220,False,"Oct 3, 2002 to Feb 8, 2007",23 min. per ep.,PG-13 - Teens 13 or older,7.88,648605,745.0,10,980265,34468,Fall 2002,Thursdays at 19:30 (JST),"TV Tokyo, Aniplex, Shueisha",Studio Pierrot,Action, Adventure, Comedy
917,4513,649,Hanaukyou Maid-tai: La Verite,TV,Manga,12,False,"Apr 4, 2004 to Jun 20, 2004",23 min. per ep.,R+ - Mild Nudity,6.87,7962,4037.0,2939,16471,16,Spring 2004,Mondays at 00:00 (JST),Geneon Universal Entertainment,Daume,Comedy, Ecchi, Harem
918,4514,68,Black Cat,TV,Manga,23,False,"Oct 7, 2005 to Mar 31, 2006",24 min. per ep.,PG-13 - Teens 13 or older,7.49,89185,1656.0,430,181812,1703,Fall 2005,Fridays at 01:25 (JST),"GDH, Dentsu, TBS, Sotsu Music Publishing",Gonzo,Adventure, Comedy, Sci-Fi
919,4515,3470,Special A,TV,Manga,24,False,"Apr 7, 2008 to Sep 15, 2008",24 min. per ep.,PG-13 - Teens 13 or older,7.72,113131,1071.0,339,217312,2782,Spring 2008,Mondays at 01:30 (JST),Showgate,"Gonzo, AIC",Comedy, Romance, School
920,4516,6636,Chou Kousoku Galvion,TV,Original,22,False,"Feb 3, 1984 to Apr 29, 1984",25 min. per ep.,PG-13 - Teens 13 or older,6.29,57,6430.0,9404,534,1,Winter 1984,Unknown,"TV Asahi, Kokusai Eigasha",Artmic,Action, Military, Sci-Fi
921,4522,35073,Overlord II,TV,Light novel,13,False,"Jan 9, 2018 to Apr 3, 2018",23 min. per ep.,R - 17+ (violence & profanity),8.01,97521,547.0,314,229014,1548,Winter 2018,Tuesdays at 22:30 (JST),"AT-X, Enterbrain, Grooove, Hakuhodo DY Music &amp; Pictures, NTT Plala, Kadokawa",Madhouse,Action, Adventure, Fantasy
922,4534,17247,Machine-Doll wa Kizutsukanai,TV,Light novel,12,False,"Oct 7, 2013 to Dec 23, 2013",23 min. per ep.,R+ - Mild Nudity,7.32,93655,2345.0,410,186805,560,Fall 2013,Mondays at 20:30 (JST),"Genco, Media Factory, Kadokawa Shoten, Movic, AT-X, Showgate",Lerche,Action, Ecchi, Fantasy
923,4535,12711,Uta no☆Prince-sama♪ Maji Love 2000%,TV,Visual novel,13,False,"Apr 4, 2013 to Jun 27, 2013",25 min. per ep.,PG-13 - Teens 13 or older,7.46,36361,1790.0,1110,74530,613,Spring 2013,Unknown,"Showgate, King Records",A-1 Pictures,Comedy, Harem, Music
924,4536,31440,Teekyuu 6,TV,Manga,12,False,"Oct 6, 2015 to Dec 22, 2015",2 min. per ep.,PG-13 - Teens 13 or older,6.75,5711,4556.0,3600,10505,10,Fall 2015,Tuesdays at 01:05 (JST),"DAX Production, Earth Star Entertainment",Millepensee,Comedy, Shounen, Sports
925,4540,250,Konjiki no Gash Bell!!,TV,Manga,150,False,"Apr 6, 2003 to Mar 26, 2006",23 min. per ep.,PG-13 - Teens 13 or older,7.64,29753,1252.0,1191,68543,818,Spring 2003,Sundays at 09:00 (JST),"Yomiko Advertising, Fuji TV",Toei Animation,Adventure, Comedy, Supernatural
926,4542,10162,Usagi Drop,TV,Manga,11,False,"Jul 8, 2011 to Sep 16, 2011",22 min. per ep.,PG-13 - Teens 13 or older,8.52,139627,97.0,256,267477,4705,Summer 2011,Fridays at 00:45 (JST),"Fuji TV, Tohokushinsha Film Corporation, Sony Music Entertainment, Sakura Create, Fuji Pacific Music Publishing",Production I.G,Josei, Slice of Life,
927,4548,2337,Tetsujin 28-gou (2004),TV,Unknown,26,False,"Apr 8, 2004 to Sep 30, 2004",25 min. per ep.,G - All Ages,7.54,520,1539.0,6428,2456,24,Spring 2004,Unknown,Genco,Palm Studio,Sci-Fi, Adventure, Historical
928,4550,1844,Clamp Gakuen Tanteidan,TV,Manga,26,False,"May 3, 1997 to Oct 25, 1997",24 min. per ep.,G - All Ages,7.01,3301,3526.0,3831,9111,24,Spring 1997,Unknown,Bandai Visual,Studio Pierrot,Action, Mystery, Comedy
929,4553,5030,Maria†Holic,TV,Manga,12,False,"Jan 4, 2009 to Mar 22, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.13,56945,3085.0,713,120362,463,Winter 2009,Unknown,"Frontier Works, Genco, Media Factory, AT-X, Omnibus Japan",Shaft,Comedy, Parody, School
930,4554,31157,ClassicaLoid,TV,Original,25,False,"Oct 8, 2016 to Apr 1, 2017",24 min. per ep.,PG-13 - Teens 13 or older,6.48,3305,5671.0,2791,18247,57,Fall 2016,Saturdays at 17:30 (JST),"NHK, Bandai Namco Pictures",Sunrise,Music, Comedy,
931,4564,2014,Taiho Shichau zo: Second Season,TV,Manga,26,False,"Apr 7, 2001 to Sep 29, 2001",24 min. per ep.,PG-13 - Teens 13 or older,7.48,2600,1711.0,4443,6301,6,Spring 2001,Unknown,Kodansha,Studio Deen,Action, Comedy, Police
932,4571,15883,Fantasista Doll,TV,Original,12,False,"Jul 7, 2013 to Sep 29, 2013",23 min. per ep.,PG-13 - Teens 13 or older,6.23,7624,6643.0,2591,21191,17,Summer 2013,Sundays at 03:28 (JST),"Amber Film Works, TOHO animation","Hoods Entertainment, Production IMS",Sci-Fi, Magic, Fantasy
933,4572,6571,Koume-chan ga Iku!,TV,Manga,12,False,"Aug 1, 1999 to Oct 1, 1999",5 min. per ep.,PG-13 - Teens 13 or older,5.97,65,7421.0,9386,538,1,Summer 1999,Unknown,"Group TAC, Pioneer LDC",Gainax,Comedy, Romance, Slice of Life
934,4576,33840,Kabuki-bu!,TV,Novel,12,False,"Apr 7, 2017 to Jun 23, 2017",24 min. per ep.,PG-13 - Teens 13 or older,6.65,3313,4970.0,3255,13439,19,Spring 2017,Fridays at 02:28 (JST),"Shochiku, Kadokawa Shoten, Pony Canyon, TBS",Studio Deen,School,,
935,4577,306,Abenobashi Mahou☆Shoutengai,TV,Original,13,False,"Apr 4, 2002 to Jun 27, 2002",24 min. per ep.,R+ - Mild Nudity,7.35,24360,2214.0,1398,57345,264,Spring 2002,Unknown,"Dentsu, Starchild Records, Imagica, Rakuonsha, King Records","Gainax, Madhouse",Comedy, Parody, Ecchi
936,4590,22013,Ghost in the Shell: Nyuumon Arise,TV,Unknown,26,False,"Jan 7, 2014 to Jul 1, 2014",4 min. per ep.,PG-13 - Teens 13 or older,7.16,1087,2959.0,4592,5822,6,Winter 2014,Unknown,Bandai Visual,Production I.G,Comedy,,
937,4591,25681,Kamisama Hajimemashita◎,TV,Manga,12,False,"Jan 6, 2015 to Mar 31, 2015",23 min. per ep.,PG-13 - Teens 13 or older,8.27,76289,265.0,588,141639,1038,Winter 2015,Tuesdays at 02:05 (JST),"Dentsu, Sotsu",TMS Entertainment,Comedy, Demons, Supernatural
938,4593,31430,Terra Formars Revenge,TV,Manga,13,False,"Apr 2, 2016 to Jun 25, 2016",24 min. per ep.,R - 17+ (violence & profanity),6.87,25006,4055.0,1501,51853,81,Spring 2016,Saturdays at 01:05 (JST),"Warner Bros., Ultra Super Pictures, MAGES., Good Smile Company, Shueisha, Kyoraku Industrial Holdings, Animatic","TYO Animations, LIDENFILMS",Action, Sci-Fi, Space
939,4594,13367,"Kono Naka ni Hitori, Imouto ga Iru!",TV,Light novel,12,False,"Jul 6, 2012 to Sep 28, 2012",24 min. per ep.,R+ - Mild Nudity,6.78,61210,4404.0,694,122133,179,Summer 2012,Unknown,"Lantis, TBS, DAX Production",Studio Gokumi,Harem, Mystery, Comedy
940,4601,97,Last Exile,TV,Original,26,False,"Apr 8, 2003 to Sep 30, 2003",24 min. per ep.,PG-13 - Teens 13 or older,7.9,53548,699.0,689,122955,1668,Spring 2003,Tuesdays at 01:30 (JST),"GDH, Victor Entertainment, TV Tokyo Music",Gonzo,Action, Sci-Fi, Adventure
941,4609,4443,Duel Masters Charge,TV,Original,52,False,"Apr 19, 2004 to Mar 27, 2006",21 min. per ep.,PG-13 - Teens 13 or older,6.32,1761,6303.0,5653,3451,3,Spring 2004,Unknown,Shogakukan Productions,Studio Hibari,Action, Adventure, Comedy
942,4613,33245,Ame-iro Cocoa in Hawaii,TV,Digital manga,12,False,"Oct 2, 2016 to Dec 18, 2016",2 min. per ep.,PG-13 - Teens 13 or older,4.8,731,9197.0,5446,3774,5,Fall 2016,Sundays at 22:25 (JST),DAX Production,EMT²,Slice of Life, Comedy,
943,4618,555,Koutetsu Tenshi Kurumi 2,TV,Original,12,False,"Apr 12, 2001 to Jun 28, 2001",15 min. per ep.,R+ - Mild Nudity,6.38,4193,6080.0,3835,9067,8,Spring 2001,Unknown,"m.o.e., Pony Canyon",OLM,Comedy, Mecha, Romance
944,4624,29722,"Eikoku Ikka, Nihon wo Taberu",TV,Book,24,False,"Apr 12, 2015 to Oct 11, 2015",19 min. per ep.,G - All Ages,6.51,151,5549.0,8495,891,3,Spring 2015,Sundays at 21:10 (JST),NHK,Fanworks,Comedy, Slice of Life,
945,4625,15579,Shinkai Densetsu Meremanoid,TV,Unknown,24,False,"Oct 9, 1997 to Apr 2, 1998",25 min. per ep.,PG-13 - Teens 13 or older,6.11,18,12083.0,10537,288,1,Fall 1997,Thursdays at 01:10 (JST),"TV Asahi, Kitty Films",Triangle Staff,Adventure, Fantasy,
946,4628,33489,Little Witch Academia (TV),TV,Original,25,False,"Jan 9, 2017 to Jun 26, 2017",24 min. per ep.,PG - Children,8.13,95645,402.0,300,235541,3495,Winter 2017,Mondays at 00:00 (JST),"Ultra Super Pictures, TOHO animation, Good Smile Company",Trigger,Adventure, Comedy, Fantasy
947,4632,5150,Hatsukoi Limited.,TV,Manga,12,False,"Apr 12, 2009 to Jun 28, 2009",24 min. per ep.,PG-13 - Teens 13 or older,7.4,29779,2019.0,1279,63697,187,Spring 2009,Sundays at 00:00 (JST),Shueisha,J.C.Staff,Comedy, Romance, School
948,4637,23201,Sengoku Basara: Judge End,TV,Game,12,False,"Jul 6, 2014 to Sep 28, 2014",24 min. per ep.,PG-13 - Teens 13 or older,6.94,6802,3791.0,2776,18393,36,Summer 2014,Unknown,"VAP, Nippon Television Network",Telecom Animation Film,Action, Super Power, Martial Arts
949,4640,100,Shin Shirayuki-hime Densetsu Prétear,TV,Manga,13,False,"Apr 4, 2001 to Jun 27, 2001",23 min. per ep.,PG-13 - Teens 13 or older,7.3,20962,2442.0,1686,43473,403,Spring 2001,Wednesdays at 18:30 (JST),"Kadokawa Shoten, Rondo Robe",Hal Film Maker,Comedy, Drama, Fantasy
950,4642,28617,Punch Line,TV,Original,12,False,"Apr 10, 2015 to Jun 26, 2015",23 min. per ep.,PG-13 - Teens 13 or older,7.11,53436,3188.0,643,130312,435,Spring 2015,Fridays at 00:55 (JST),"Aniplex, Dentsu, Fuji TV, MAGES., Kyoraku Industrial Holdings, Kansai Telecasting",MAPPA,Comedy, Ecchi, Sci-Fi
951,4655,15051,Love Live! School Idol Project,TV,Other,13,False,"Jan 6, 2013 to Mar 31, 2013",23 min. per ep.,PG-13 - Teens 13 or older,7.62,118299,1300.0,305,233332,6331,Winter 2013,Sundays at 22:00 (JST),"Bandai Visual, Lantis, ASCII Media Works, Bushiroad",Sunrise,Slice of Life, Music, School
952,4659,22381,Nandaka Velonica,TV,Unknown,10,False,"Mar 10, 2014 to Mar 21, 2014",10 min. per ep.,G - All Ages,6.08,314,7153.0,8566,860,4,Winter 2014,Not scheduled once per week,NHK,Cyclone Graphics inc,Comedy, Fantasy, Kids
953,4682,941,Renkin San-kyuu Magical? Pokaan,TV,Original,12,False,"Apr 4, 2006 to Jun 20, 2006",24 min. per ep.,R+ - Mild Nudity,7.07,7178,3317.0,2585,21301,92,Spring 2006,Unknown,"Genco, Lantis, Media Factory",Remic,Comedy, Ecchi, Magic
954,4683,2226,Mori no Tonto-tachi,TV,Unknown,23,False,"Oct 5, 1984 to Mar 29, 1985",25 min. per ep.,G - All Ages,6.17,130,6877.0,10144,355,0,Fall 1984,Unknown,Fuji TV,"Nippon Animation, Shaft",Fantasy, Kids,
955,4689,19319,Gundam Build Fighters,TV,Original,25,False,"Oct 7, 2013 to Mar 31, 2014",25 min. per ep.,G - All Ages,7.92,20410,658.0,1722,42193,487,Fall 2013,Mondays at 18:00 (JST),"TV Tokyo, Sotsu",Sunrise,Action, Sci-Fi, Mecha
956,4692,18689,Diamond no Ace,TV,Manga,75,False,"Oct 6, 2013 to Mar 29, 2015",24 min. per ep.,PG-13 - Teens 13 or older,8.2,48960,312.0,787,109692,2285,Fall 2013,Sundays at 08:30 (JST),"TV Tokyo, Sotsu, Pony Canyon, Kodansha, AT-X, DAX Production","Production I.G, Madhouse",Comedy, School, Shounen
957,4696,2403,Kodomo no Jikan (TV),TV,Manga,12,False,"Oct 12, 2007 to Dec 28, 2007",24 min. per ep.,R - 17+ (violence & profanity),7.03,38069,3462.0,1054,78416,471,Fall 2007,Unknown,"Bandai Visual, Lantis, Movic, Dream Force, Futabasha",Diomedea,Comedy, Drama, Ecchi
958,4706,1189,Eden&#039;s Bowy,TV,Manga,26,False,"Apr 6, 1999 to Sep 24, 1999",24 min. per ep.,PG-13 - Teens 13 or older,6.62,1714,5111.0,5028,4632,7,Spring 1999,Tuesdays at 18:00 (JST),"Bandai Visual, Sotsu, TV Tokyo Music",Studio Deen,Action, Adventure, Fantasy
959,4712,27815,Cardfight!! Vanguard G,TV,Original,48,False,"Oct 26, 2014 to Oct 4, 2015",24 min. per ep.,PG-13 - Teens 13 or older,6.8,2927,4305.0,4169,7426,31,Fall 2014,Sundays at 10:00 (JST),"TV Tokyo, Dentsu, Sotsu, Bushiroad",TMS Entertainment,Action, Game, Shounen
960,4714,147,Kimi ga Nozomu Eien,TV,Visual novel,14,False,"Oct 5, 2003 to Jan 4, 2004",23 min. per ep.,R+ - Mild Nudity,7.35,52858,2238.0,829,104809,1012,Fall 2003,Unknown,"Lantis, Media Factory, Age",Studio Fantasia,Drama, Romance, Slice of Life
961,4726,31229,Servamp,TV,Manga,12,False,"Jul 5, 2016 to Sep 20, 2016",24 min. per ep.,R - 17+ (violence & profanity),7.11,44740,3187.0,719,119654,815,Summer 2016,Tuesdays at 23:00 (JST),"Frontier Works, Lantis, Kadokawa Shoten, AT-X, Sony Music Communications, Hakuhodo DY Music &amp; Pictures, Yomiuri TV Enterprise, Adores, Heroz","Brain&#039;s Base, Platinum Vision",Action, Comedy, Drama
962,4730,8057,Shin Koihime†Musou: Otome Tairan,TV,Visual novel,12,False,"Mar 26, 2010 to Jun 17, 2010",25 min. per ep.,R+ - Mild Nudity,7.14,6265,3055.0,3041,15247,23,Spring 2010,Unknown,"PRA, Jumondo",Doga Kobo,Adventure, Comedy, Ecchi
963,4732,6428,Psychoarmor Govarian,TV,Original,26,False,"Jul 6, 1983 to Dec 28, 1983",24 min. per ep.,R+ - Mild Nudity,6.41,79,5973.0,9554,492,0,Summer 1983,Unknown,"TV Tokyo, Dynamic Planning",Knack Productions,Action, Mecha, Super Power
964,4734,530,Bishoujo Senshi Sailor Moon,TV,Manga,46,False,"Mar 7, 1992 to Feb 27, 1993",24 min. per ep.,PG-13 - Teens 13 or older,7.73,96014,1029.0,423,183151,6676,Spring 1992,Unknown,TV Asahi,Toei Animation,Demons, Magic, Romance
965,4740,5454,Yoku Wakaru Gendai Mahou,TV,Light novel,12,False,"Jul 12, 2009 to Sep 27, 2009",24 min. per ep.,PG-13 - Teens 13 or older,6.53,6889,5500.0,2710,19420,25,Summer 2009,Sundays at 00:00 (JST),"Studio Jack, Shueisha",Nomad,Comedy, Magic,
966,4744,584,Noein: Mou Hitori no Kimi e,TV,Original,24,False,"Oct 12, 2005 to Mar 29, 2006",25 min. per ep.,PG-13 - Teens 13 or older,7.7,22950,1115.0,1249,65274,686,Fall 2005,Wednesdays at 01:30 (JST),"Lantis, Media Factory, Rikuentai, Toshiba Entertainment, Bandai Channel",Satelight,Adventure, Drama, Sci-Fi
967,4756,9510,Mitsudomoe Zouryouchuu!,TV,Unknown,8,False,"Jan 9, 2011 to Feb 27, 2011",24 min. per ep.,PG-13 - Teens 13 or older,7.79,18632,907.0,2059,31448,74,Winter 2011,Unknown,"Lantis, Cospa, Studio Mausu",Bridge,Slice of Life, Comedy, School
968,4758,25615,Genki Genki Non-tan (2006),TV,Unknown,10,False,"Oct 2, 2006 to Oct 13, 2006",6 min. per ep.,G - All Ages,5.88,8,10204.0,13092,94,0,Fall 2006,Unknown,Nippon Columbia,Polygon Pictures,Kids, Music,
969,4773,10607,Rerere no Tensai Bakabon,TV,Manga,24,False,"Oct 19, 1999 to Mar 21, 2000",25 min. per ep.,G - All Ages,6.44,59,5851.0,10645,271,0,Fall 1999,Unknown,"TV Tokyo, Yomiuri Advertising",Studio Pierrot,Comedy,,
970,4783,93,Mobile Suit Gundam SEED,TV,Original,50,False,"Oct 5, 2002 to Sep 27, 2003",24 min. per ep.,R - 17+ (violence & profanity),7.88,65885,744.0,761,113930,3296,Fall 2002,Saturdays at 18:00 (JST),"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa",Sunrise,Action, Space, Mecha
971,4787,2938,Idol Densetsu Eriko,TV,Original,51,False,"Apr 3, 1989 to Mar 26, 1990",20 min. per ep.,PG-13 - Teens 13 or older,6.86,671,4068.0,6444,2434,3,Spring 1989,Unknown,"Youmex, Big West",Production Reed,Music,,
972,4791,28537,Garo: Guren no Tsuki,TV,Original,23,False,"Oct 10, 2015 to Apr 2, 2016",24 min. per ep.,PG-13 - Teens 13 or older,5.92,5359,7518.0,2532,22020,15,Fall 2015,Saturdays at 01:23 (JST),Tohokushinsha Film Corporation,MAPPA,Action, Demons, Fantasy
973,4799,1533,Ai Tenshi Densetsu Wedding Peach,TV,Manga,51,False,"Apr 5, 1995 to Mar 27, 1996",24 min. per ep.,G - All Ages,6.77,6410,4433.0,3111,14625,87,Spring 1995,Wednesdays at 18:00 (JST),"KSS, Nihon Ad Systems, Studio Jack",OLM,Adventure, Magic, Comedy
974,4802,8676,Amagami SS,TV,Visual novel,25,False,"Jul 2, 2010 to Dec 24, 2010",24 min. per ep.,PG-13 - Teens 13 or older,7.51,94352,1600.0,372,202438,1647,Summer 2010,Unknown,"Pony Canyon, TBS, Movic",AIC,Slice of Life, Comedy, Romance
975,4806,606,Kazemakase Tsukikage Ran,TV,Original,13,False,"Jan 26, 2000 to Apr 19, 2000",24 min. per ep.,PG-13 - Teens 13 or older,7.17,3535,2925.0,3730,9664,46,Winter 2000,Wednesdays at 19:00 (JST),Bandai Visual,Madhouse,Adventure, Comedy, Historical
976,4807,32309,Tabi Machi Late Show,TV,Original,4,False,"Jan 8, 2016 to Jan 29, 2016",7 min. per ep.,PG - Children,6.25,3561,6598.0,4333,6688,6,Winter 2016,Fridays at 23:17 (JST),Ultra Super Pictures,CoMix Wave Films,Slice of Life, Drama,
977,4808,33041,Bubuki Buranki: Hoshi no Kyojin,TV,Original,12,False,"Oct 1, 2016 to Dec 17, 2016",23 min. per ep.,PG-13 - Teens 13 or older,6.98,7350,3632.0,2778,18378,16,Fall 2016,Saturdays at 21:30 (JST),"Dentsu, AT-X, Ultra Super Pictures, Sony Music Communications, Bushiroad, Sammy, Kadokawa Media (Taiwan), Tose",SANZIGEN,Action, Sci-Fi, Drama
978,4811,10271,Gyakkyou Burai Kaiji: Hakairoku-hen,TV,Manga,26,False,"Apr 6, 2011 to Sep 28, 2011",24 min. per ep.,R - 17+ (violence & profanity),8.28,46628,255.0,1009,83556,1229,Spring 2011,Unknown,"VAP, Nippon Television Network",Madhouse,Game, Psychological, Thriller
979,4817,298,.hack//Tasogare no Udewa Densetsu,TV,Manga,12,False,"Jan 9, 2003 to Mar 27, 2003",23 min. per ep.,PG-13 - Teens 13 or older,6.7,28031,4739.0,1474,53060,157,Winter 2003,Unknown,"Bandai Visual, Yomiko Advertising",Bee Train,Adventure, Comedy, Fantasy
980,4821,12403,Yuru Yuri♪♪,TV,Manga,12,False,"Jul 3, 2012 to Sep 18, 2012",23 min. per ep.,PG-13 - Teens 13 or older,7.92,63352,669.0,793,108856,745,Summer 2012,Unknown,"Sotsu, Pony Canyon, DAX Production",Doga Kobo,Slice of Life, Comedy, School
981,4823,1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,TV,Game,13,False,"Jul 8, 2006 to Sep 30, 2006",23 min. per ep.,PG-13 - Teens 13 or older,6.99,2660,3605.0,4006,8106,24,Summer 2006,Unknown,"Lantis, Media Factory, Koei",Satelight,Adventure, Comedy, Drama
982,4825,8074,Highschool of the Dead,TV,Manga,12,False,"Jul 5, 2010 to Sep 20, 2010",24 min. per ep.,R+ - Mild Nudity,7.36,479492,2184.0,32,737052,7718,Summer 2010,Mondays at 11:30 (JST),"Geneon Universal Entertainment, AT-X, Showgate",Madhouse,Action, Horror, Supernatural
983,4827,2699,Uchuu Kaizoku Mito no Daibouken,TV,Unknown,13,False,"Jan 5, 1999 to Mar 30, 1999",24 min. per ep.,PG-13 - Teens 13 or older,6.55,414,5430.0,7699,1328,2,Winter 1999,Tuesdays at 01:15 (JST),Bandai Visual,"Genco, Triangle Staff",Action, Comedy, Sci-Fi
984,4837,350,Ojamajo Doremi,TV,Original,51,False,"Feb 7, 1999 to Jan 30, 2000",24 min. per ep.,G - All Ages,7.2,11909,2819.0,2296,25994,285,Winter 1999,Sundays at 08:30 (JST),Asahi Broadcasting,Toei Animation,Comedy, Magic,
985,4838,31559,Prince of Stride: Alternative,TV,Visual novel,12,False,"Jan 5, 2016 to Mar 22, 2016",24 min. per ep.,PG-13 - Teens 13 or older,7.02,45880,3506.0,833,104396,514,Winter 2016,Tuesdays at 23:00 (JST),Media Factory,Madhouse,Sports, Drama, School
986,4839,23829,Komatsu Sakyo Anime Gekijou,TV,Original,24,False,"Oct 19, 1989 to Mar 29, 1990",5 min. per ep.,None,5.86,14,10953.0,12220,136,0,Fall 1989,Unknown,"Bandai Visual, AIC, Mainichi Broadcasting System",Gainax,Comedy, Parody, Sci-Fi
987,4862,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV,Original,11,False,"Apr 15, 2011 to Jun 24, 2011",22 min. per ep.,PG-13 - Teens 13 or older,8.55,397955,81.0,45,661053,21155,Spring 2011,Fridays at 01:15 (JST),"Aniplex, Dentsu, Fuji TV, Fuji Pacific Music Publishing",A-1 Pictures,Slice of Life, Supernatural, Drama
988,4880,35015,Ani ni Tsukeru Kusuri wa Nai!,TV,Manga,12,False,"Apr 7, 2017 to Jun 23, 2017",3 min. per ep.,PG - Children,7.37,7655,2141.0,2860,17363,58,Spring 2017,Fridays at 21:55 (JST),"bilibili, Tencent Penguin Pictures","Fanworks, Imagineer",Slice of Life, Comedy, School
989,4884,30,Neon Genesis Evangelion,TV,Original,26,False,"Oct 4, 1995 to Mar 27, 1996",24 min. per ep.,PG-13 - Teens 13 or older,8.32,364012,223.0,48,641101,41098,Fall 1995,Wednesdays at 18:30 (JST),"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",Action, Sci-Fi, Dementia
990,4888,3937,Takoyaki Mant-Man,TV,Picture book,77,False,"Apr 4, 1998 to Sep 5, 1999",24 min. per ep.,PG - Children,6.69,49,12349.0,11053,218,0,Spring 1998,Unknown,Youmex,Studio Pierrot,Comedy, Sci-Fi,
